% Index 	 Real 		 Imaginary 	 Magnitude 	 Phase(rad)
0	 2.211494	 0.000000	 2.211494	 0.000000
1	 3.823338	 1.265070	 4.027197	 0.319542
2	 -0.558111	 6.061542	 6.087181	 1.662611
3	 51.116703	 -20.469084	 55.062698	 -0.380884
4	 2.241415	 -6.269034	 6.657682	 -1.227422
5	 -18.666515	 36.135525	 40.672043	 2.047612
6	 43.146484	 29.568157	 52.305782	 0.600790
7	 -4.387498	 -41.883617	 42.112797	 -1.675170
8	 -9.813452	 -16.846558	 19.496418	 -2.098264
9	 3.466291	 -5.087250	 6.155914	 -0.972685
10	 24.695566	 47.076584	 53.160847	 1.087676
11	 -56.923607	 116.530022	 129.690186	 2.025193
12	 20.584095	 0.507034	 20.590338	 0.024627
13	 2.788328	 -47.886665	 47.967773	 -1.512634
14	 6.430461	 28.455635	 29.173172	 1.348547
15	 7.710242	 15.122723	 16.974823	 1.099304
16	 17.431593	 47.867786	 50.942963	 1.221562
17	 -29.381470	 -66.763832	 72.942993	 -1.985371
18	 -2.879557	 -11.750017	 12.097716	 -1.811128
19	 7.618612	 31.187618	 32.104687	 1.331205
20	 -23.232475	 -51.306511	 56.321453	 -1.995991
21	 -9.027462	 -43.678520	 44.601662	 -1.774606
22	 -0.274647	 47.825150	 47.825939	 1.576539
23	 -0.656276	 -34.064232	 34.070553	 -1.590060
24	 -0.959794	 -29.126820	 29.142630	 -1.603737
25	 -18.662865	 40.850353	 44.911625	 1.999340
26	 -2.687022	 -4.652240	 5.372469	 -2.094564
27	 -4.052081	 -8.358286	 9.288719	 -2.022209
28	 -2.630862	 -3.313974	 4.231295	 -2.241788
29	 4.208868	 -19.329117	 19.782045	 -1.356395
30	 -0.993995	 -8.468265	 8.526402	 -1.687640
31	 -3.850418	 -2.361297	 4.516795	 -2.591482
32	 -5.688848	 0.059827	 5.689162	 3.131077
33	 -6.371627	 -38.450607	 38.974953	 -1.735013
34	 -0.506466	 -10.456819	 10.469076	 -1.619192
