% Index 	 Real 		 Imaginary 	 Magnitude 	 Phase(rad)
0	 -5.213344	 0.000000	 5.213344	 3.141593
1	 -4.671104	 0.382175	 4.686713	 3.059958
2	 -8.936462	 -2.115081	 9.183351	 -2.909189
3	 -2.562325	 -7.608023	 8.027921	 -1.895657
4	 -1.194499	 -4.083605	 4.254722	 -1.855368
5	 -1.295219	 -4.205041	 4.399995	 -1.869591
6	 1.030359	 -5.323746	 5.422537	 -1.379620
7	 2.247052	 -1.643500	 2.783943	 -0.631492
8	 -1.868154	 1.348048	 2.303743	 2.516521
9	 -9.366573	 -7.876411	 12.238078	 -2.442402
10	 7.563344	 -20.854645	 22.183786	 -1.222880
11	 23.536610	 1.573326	 23.589136	 0.066747
12	 -0.061293	 12.960727	 12.960872	 1.575525
13	 0.894581	 -8.242795	 8.291197	 -1.462691
14	 17.444305	 4.024772	 17.902586	 0.226753
15	 5.604247	 14.981325	 15.995239	 1.212831
16	 -0.556569	 14.607213	 14.617812	 1.608880
17	 -11.409889	 11.672951	 16.323093	 2.344799
18	 -8.463057	 -0.904256	 8.511228	 -3.035149
19	 -2.707772	 6.388227	 6.938406	 1.971709
20	 -16.426226	 4.903967	 17.142630	 2.851471
21	 -13.907707	 -12.589741	 18.759687	 -2.405893
22	 2.967162	 -15.006652	 15.297177	 -1.375591
23	 10.419342	 -0.402891	 10.427129	 -0.038648
24	 -2.625893	 7.603932	 8.044569	 1.903308
25	 -7.212632	 -3.677735	 8.096159	 -2.670055
26	 -0.292916	 -4.213977	 4.224145	 -1.640195
27	 -2.138818	 -3.903336	 4.450907	 -2.072061
28	 2.668011	 -5.876029	 6.453371	 -1.144580
29	 2.732374	 -0.875920	 2.869339	 -0.310221
30	 1.494892	 -4.221969	 4.478808	 -1.230496
31	 8.486590	 -1.806050	 8.676638	 -0.209684
32	 5.330786	 6.604820	 8.487693	 0.891738
33	 -0.948272	 5.162045	 5.248421	 1.752472
34	 -0.847559	 3.264307	 3.372544	 1.824831
35	 -3.336225	 4.041845	 5.240889	 2.260847
36	 -5.531208	 -1.434469	 5.714190	 -2.887842
37	 0.909698	 -3.811268	 3.918330	 -1.336494
38	 2.383478	 1.371806	 2.750058	 0.522246
39	 -0.240813	 2.351984	 2.364280	 1.672828
40	 -1.366379	 1.913984	 2.351664	 2.190785
41	 -1.563137	 0.676398	 1.703206	 2.733203
42	 -0.155383	 1.204396	 1.214378	 1.699101
43	 -2.161785	 3.593891	 4.193968	 2.112330
