real_q97 imag_q97
-6 0
-6 0
-6 0
-6 1
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 1
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 -1
-6 0
-6 0
-6 0
-6 0
-6 0
-6 0
-6 -1
-6 0
-6 0
-6 0
-6 -1
-6 -1
-6 -1
-6 0
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 -1
-6 0
-5 0
-5 -2
-8 -2
-4 0
-8 -3
-7 -1
-4 -3
-7 1
-7 -1
-6 -4
-4 -4
-6 1
-3 -2
-7 -4
-1 -4
-7 3
-5 -4
-7 -1
-6 -1
-7 3
-5 3
-10 -4
-6 3
-5 -3
-6 2
-10 -2
-4 3
-6 0
-5 2
-7 -1
-6 2
-7 1
-4 -3
-10 -1
-3 -5
-11 1
-8 -6
-4 -1
-7 3
-10 5
-10 -4
-5 0
-6 2
-6 2
-8 -6
-8 -5
-8 -3
-6 -6
-8 -6
-3 -3
-4 -1
-6 -1
-9 -3
-6 -2
-1 -3
-4 6
-6 2
-2 -4
-5 -2
-5 -2
-6 -1
-10 -2
-1 -5
0 2
-3 -1
-12 1
-11 -6
0 -1
-5 -2
-2 -3
-7 -3
-5 -9
-11 -1
0 -10
-8 -2
-5 -1
-6 -3
-5 -3
-9 -4
-7 -1
-7 -3
-6 -3
-1 -4
-11 0
-1 -5
-10 2
-10 -1
-6 -12
-1 1
-9 2
-4 -8
-6 -9
2 -4
-5 -5
-7 -3
-5 -4
-6 -6
-5 2
-9 -6
-10 0
-4 -5
-12 -6
-3 -2
-2 -4
-3 -10
-3 -4
-11 -1
-12 -8
-2 -6
-1 -5
-9 0
-7 -2
-3 2
-10 -6
-3 -6
-7 -1
-4 -6
-2 -3
-6 0
-4 1
-8 -3
-3 -6
-4 -3
-5 -4
-1 -3
-7 0
-5 1
-5 -4
0 -3
-4 7
-5 -3
-4 -7
-2 1
-7 -2
-11 -4
-11 -5
3 -3
-4 -9
-2 2
-5 1
-6 1
-7 0
-13 0
-9 -4
4 -10
-15 6
-11 -9
-4 -9
-3 -6
-6 5
-2 -3
-5 -7
-5 1
-8 -6
-5 -4
-1 -7
-12 -1
-13 -4
-5 -9
-6 0
-7 -5
-6 -2
-5 -5
-1 -4
-2 1
-12 -5
-6 -4
-14 -14
2 -4
-5 -1
-13 -1
-8 -8
-2 -3
-11 -3
-8 -2
-6 -3
-6 -5
0 0
-12 -7
-9 -2
-5 -3
-6 -4
-5 -5
-4 1
-13 -10
-4 -10
-1 -4
-7 1
-12 -5
-7 -11
-1 -8
-2 -7
-18 -5
-9 -2
-6 -10
-3 -1
-3 -6
-4 -4
-5 -7
-12 -1
3 -6
-17 5
-1 -14
-11 -6
1 -5
-11 -5
3 -7
-6 0
-7 -11
-2 -9
-8 -12
-4 -6
-6 1
-5 -2
-18 2
-12 -13
-6 -6
-7 -17
-7 -12
2 6
3 -5
-15 -1
-1 0
-14 -1
-5 -19
-10 -17
6 -3
-7 4
-10 -6
-15 -7
-12 -14
-5 -5
-2 -10
-5 5
-11 -2
-7 -7
-11 -17
-3 -6
-13 -8
-1 -6
-13 -9
-4 -9
-7 -7
-7 -10
-8 -4
1 -11
7 -9
-16 -6
-14 -6
-6 1
3 -4
-14 -5
-13 -11
-8 -9
-2 -14
-6 6
-17 -5
-1 -10
-9 -12
-9 -5
-13 -9
-7 -15
-6 -8
-7 -9
-11 -10
-9 -4
0 -13
-11 -6
1 -12
-3 -7
-18 -7
-13 -18
-9 -14
-1 -10
-1 0
-18 -6
-5 -4
-4 -20
-4 6
-3 -26
-12 -16
-25 -5
-8 -2
-13 -4
-8 -26
-3 -10
-11 1
-10 -25
-10 -17
0 -24
-15 5
-13 -16
-45 -15
-43 -47
8 -4
-7 -3
5 -5
1 -16
-29 -9
8 -26
6 -9
-1 31
-17 -5
-13 -14
-13 -9
12 -7
-31 -16
-17 -43
-13 -13
19 -24
-7 -18
27 0
-13 -16
-6 -19
-5 -19
-1 -14
-5 -54
37 -62
-34 13
-23 36
-24 -8
7 -23
-6 18
12 30
8 -39
-6 -2
-19 -14
-22 -5
-20 -27
52 -15
15 30
-20 -4
3 -33
-8 6
24 -42
-13 -12
-7 -7
-49 35
-21 -51
-19 -23
-28 -25
-102 126
2 -37
18 -16
2 -26
19 -29
-59 -32
-34 -10
30 -29
-5 -38
-24 -68
-57 -5
126 -63
-38 12
-21 -12
-9 19
-62 -48
-8 -41
-66 -54
-57 47
-17 8
-37 -43
-31 -36
-41 -67
-343 33
-143 -44
-112 -58
-68 24
-28 -94
-62 20
26 -95
141 -164
-204 -92
26 -63
-24 -50
-13 -233
215 262
-37 -31
46 23
165 -382
216 -169
18 40
-76 -55
-123 -10
-46 -95
-188 -53
9 -101
-197 -516
213 -198
-28 -332
563 93
249 5
271 -414
-242 -213
-366 99
-130 2
95 -86
168 -257
623 11
-397 619
-248 -201
-156 -96
-122 107
824 -428
-139 -1312
199 -1250
200 -713
-1936 2051
-739 265
-1423 -768
354 1283
365 655
-116 -74
75 140
-154 -41
-464 -160
-81 378
-119 254
-505 -217
-593 2636
3 1531
564 -1928
-76 -785
-1168 -847
1310 609
701 606
787 -466
-254 -511
-197 1274
917 -1164
103 -480
-290 -754
1595 -2226
686 683
601 72
171 475
60 1636
468 86
617 -271
-1317 1270
-804 -4351
107 2169
656 2164
-709 -2869
-1634 1955
2970 4429
-3260 -1944
-1389 -573
-2900 1097
1140 323
487 127
2818 -340
-243 1166
1719 -2632
-993 15121
2591 -1951
-811 1779
5470 3477
4765 4277
-1082 -386
-1574 -1513
-1470 -2377
752 -1373
220 369
35 59
