real_q97 imag_q97
43 -46
45 -46
45 -44
45 -42
43 -42
47 -36
56 -38
66 -57
35 -59
54 -50
31 -69
29 -41
35 -48
46 -35
33 -30
34 -42
35 -31
42 -49
39 -43
40 -48
46 -35
38 -39
39 -39
38 -39
43 -31
46 -38
41 -37
39 -38
45 -41
28 -33
41 -46
39 -40
39 -40
40 -38
37 -32
45 -29
59 -30
53 -54
22 -45
45 -42
39 -29
33 -38
31 -37
43 -40
33 -38
47 -39
46 -30
36 -31
44 -38
41 -27
41 -30
41 -30
41 -30
38 -23
37 -36
41 -31
41 -31
41 -30
41 -30
38 -24
36 -36
41 -29
41 -29
40 -31
39 -31
40 -30
40 -30
39 -29
39 -30
39 -29
39 -29
38 -29
38 -30
37 -30
38 -30
38 -29
38 -29
37 -28
37 -28
37 -28
35 -27
44 -35
42 -23
41 -26
41 -26
41 -26
40 -26
40 -27
40 -27
41 -27
41 -26
40 -25
39 -25
39 -24
39 -25
39 -25
40 -23
40 -19
33 -30
43 -25
41 -25
41 -25
40 -25
40 -25
40 -25
39 -24
38 -24
38 -24
37 -24
38 -24
39 -23
39 -22
39 -21
39 -22
39 -22
39 -22
39 -22
39 -22
39 -22
39 -22
40 -22
40 -21
39 -21
39 -21
39 -21
39 -21
40 -21
40 -20
39 -20
39 -20
39 -20
40 -20
44 -25
43 -12
39 -19
39 -19
39 -19
39 -19
39 -19
39 -19
39 -19
39 -18
39 -18
38 -18
39 -18
38 -18
38 -17
38 -17
38 -17
39 -17
39 -16
39 -16
39 -16
39 -16
38 -16
39 -16
39 -16
38 -15
38 -16
38 -16
39 -16
39 -16
39 -15
38 -15
39 -15
38 -15
38 -15
39 -16
40 -15
40 -15
40 -14
40 -14
39 -14
39 -13
39 -14
39 -13
39 -13
39 -13
39 -13
39 -13
39 -13
39 -12
39 -12
39 -12
39 -12
39 -12
39 -12
39 -12
39 -12
39 -11
39 -11
39 -11
39 -11
39 -11
39 -11
39 -11
39 -11
39 -10
39 -10
39 -10
39 -10
39 -10
39 -10
39 -10
39 -10
39 -9
39 -9
39 -9
39 -9
39 -9
39 -9
39 -9
39 -9
39 -9
39 -8
39 -8
39 -8
39 -8
39 -8
39 -8
39 -8
39 -8
39 -7
39 -7
39 -7
39 -7
39 -7
39 -7
39 -7
39 -7
39 -6
39 -6
39 -6
39 -6
39 -6
39 -6
39 -6
39 -6
39 -6
39 -5
39 -5
39 -5
39 -5
39 -5
39 -5
39 -5
39 -4
39 -4
39 -4
39 -4
39 -4
39 -4
39 -4
39 -4
39 -4
39 -3
39 -3
39 -3
39 -3
39 -3
39 -3
39 -3
39 -3
39 -3
39 -3
39 -3
39 -2
39 -2
39 -2
39 -2
39 -2
39 -1
39 -2
39 -1
39 -1
39 -1
39 -1
39 -1
39 -1
39 -1
39 -1
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 1
39 1
39 1
39 1
39 1
39 1
39 1
39 1
39 2
39 1
39 2
39 2
39 2
39 2
39 2
39 3
39 3
39 3
39 3
39 3
39 3
39 3
39 3
39 3
39 3
39 3
39 4
39 4
39 4
39 4
39 4
39 4
39 4
39 4
39 4
39 5
39 5
39 5
39 5
39 5
39 5
39 5
39 6
39 6
39 6
39 6
39 6
39 6
39 6
39 6
39 6
39 7
39 7
39 7
39 7
39 7
39 7
39 7
39 7
39 8
39 8
39 8
39 8
39 8
39 8
39 8
39 8
39 9
39 9
39 9
39 9
39 9
39 9
39 9
39 9
39 9
39 10
39 10
39 10
39 10
39 10
39 10
39 10
39 10
39 11
39 11
39 11
39 11
39 11
39 11
39 11
39 11
39 12
39 12
39 12
39 12
39 12
39 12
39 12
39 12
39 13
39 13
39 13
39 13
39 13
39 13
39 14
39 13
39 14
40 14
40 14
40 15
40 15
39 16
38 15
38 15
39 15
38 15
39 15
39 16
39 16
38 16
38 16
38 15
39 16
39 16
38 16
39 16
39 16
39 16
39 16
39 17
38 17
38 17
38 17
38 18
39 18
38 18
39 18
39 18
39 19
39 19
39 19
39 19
39 19
39 19
39 19
43 12
44 25
40 20
39 20
39 20
39 20
40 20
40 21
39 21
39 21
39 21
39 21
40 21
40 22
39 22
39 22
39 22
39 22
39 22
39 22
39 22
39 21
39 22
39 23
38 24
37 24
38 24
38 24
39 24
40 25
40 25
40 25
41 25
41 25
43 25
33 30
40 19
40 23
39 25
39 25
39 24
39 25
40 25
41 26
41 27
40 27
40 27
40 26
41 26
41 26
41 26
42 23
44 35
35 27
37 28
37 28
37 28
38 29
38 29
38 30
37 30
38 30
38 29
39 29
39 29
39 30
39 29
40 30
40 30
39 31
40 31
41 29
41 29
36 36
38 24
41 30
41 30
41 31
41 31
37 36
38 23
41 30
41 30
41 30
41 27
44 38
36 31
46 30
47 39
33 38
43 40
31 37
33 38
39 29
45 42
22 45
53 54
59 30
45 29
37 32
40 38
39 40
39 40
41 46
28 33
45 41
39 38
41 37
46 38
43 31
38 39
39 39
38 39
46 35
40 48
39 43
42 49
35 31
34 42
33 30
46 35
35 48
29 41
31 69
54 50
35 59
66 57
56 38
47 36
43 42
45 42
45 44
45 46
43 46
43 47
42 46
41 45
40 45
43 36
48 48
49 44
43 38
41 47
41 42
33 58
33 53
63 54
43 31
40 45
39 41
49 51
43 42
46 55
41 51
41 52
41 52
45 64
62 40
35 40
40 48
42 51
44 53
41 47
34 54
40 51
30 53
38 55
38 49
22 48
24 89
55 88
64 75
60 58
21 43
59 69
35 85
63 26
61 35
22 42
25 67
38 78
60 96
74 61
66 52
48 61
52 70
86 78
94 49
142 -11
-57 99
0 108
72 84
37 52
37 59
34 62
32 64
30 64
30 64
30 71
-12 77
64 144
82 80
80 42
55 93
24 58
35 64
35 64
33 65
31 65
28 64
31 57
-19 104
-65 45
145 140
83 87
52 58
82 85
47 86
42 87
19 94
64 127
74 73
47 79
41 68
56 52
-17 60
78 157
71 56
42 59
14 103
77 101
70 90
-32 119
53 243
96 129
113 149
280 169
-3 8
68 67
155 92
-14 182
81 -7
43 265
-36 118
3 107
-51 71
77 -69
142 43
5 232
70 148
16 32
130 256
41 143
-140 232
20 77
186 209
25 192
44 231
58 277
52 814
303 -210
10 156
79 91
27 115
43 152
49 168
94 182
3 -121
57 346
-282 328
-538 304
879 -263
4 201
29 539
83 250
-189 -14
181 -116
149 177
187 107
161 52
412 -436
-65 -174
-556 689
-202 162
3 453
654 -421
116 380
457 958
-84 -406
603 -477
312 -497
-62 -114
158 -86
416 -367
1015 1653
136 659
430 362
283 188
-744 890
124 1433
580 2261
388 582
-210 -2383
518 164
606 3174
-677 -2988
-833 -1432
-248 -801
355 -553
413 -845
2131 -1056
22 39
102 -58
281 212
3069 247
421 -475
-217 1347
186 957
1786 40
-1522 -698
-631 -1084
2113 -443
-1358 1008
12 -112
2061 482
249 308
56 -75
-3707 2877
183 781
389 1150
409 321
-70 1764
196 189
797 792
2102 494
6313 3137
-121 -703
1061 -779
-5890 2401
2611 -670
3908 -2713
-724 6565
177 4540
645 11502
-2587 -5577
-655 -287
1419 686
-1094 269
4131 849
-15447 -8983
3670 4099
1736 444
-3058 166
2898 2847
-394 -2356
-2636 -1586
1017 -1924
-7779 -1240
-1124 -551
-1148 -38
