real imag
-12.8746643066 0.0000000000
-8.9667723371 0.2934959304
-8.7790266488 4.3077137351
-60.7767397083 9.6908736869
7.9468363842 15.0274600812
-20.5943906153 12.3875299196
-3.0784135863 18.4027698834
22.6411203463 -22.2457274483
-23.8880114561 -1.2964283910
13.5628500953 -3.4717791473
28.6739063844 -32.0271209588
-120.6768916977 70.1801279146
32.2755456073 -6.6321450398
-8.5494922463 -2.1004141275
11.0865590033 -5.3599293333
-5.1177361650 2.2435809927
-20.2102071230 43.5664571257
5.0420862334 -89.8570661407
1.3819865649 -35.4689103447
-5.6589999321 -51.2860055502
30.5277966709 21.1932316653
20.4015515203 5.2381738215
-46.0121679464 -18.7609937801
8.2892312540 6.0866031270
-0.9486726634 5.4886459037
49.3226332735 -24.5073250257
16.4246894707 -3.8581826285
6.2279483981 -6.1844724737
1.5304002509 -1.4751957434
-0.5437751160 -13.7846086285
3.1970337398 -2.5057961201
3.0373731461 -8.9876877183
1.4315907196 -6.1007137921
-28.9572584145 -22.4759331609
0.4337231897 0.5855872370
1.9442521662 -2.4084082731
16.1014328840 -3.7659203884
0.0922579281 0.8739850060
-10.6119683112 -7.8748620282
16.5093002263 3.4572820572
-4.9324052514 8.4700353963
-11.8935937310 5.4551355667
13.9524920722 -0.3130284135
1.4529567283 -7.4800119060
-1.6981249915 -10.5213400361
3.2913656548 3.7144519683
23.9760830542 -1.9304125027
2.1928071999 -1.6531476349
0.7989751372 0.4513359965
0.1721637508 -0.3080405307
16.6488161968 8.2521998001
3.2263090810 6.6037247132
2.7701514450 4.3183986611
-1.9382722669 6.2546231736
-6.5066108278 11.1863951120
-5.2899157231 23.3465621690
4.7337165995 -24.7945630275
4.0505387104 -1.2827891817
-1.6375539022 18.6166360853
3.0304701085 -4.5478661099
4.5285569497 -17.6636418906
0.9660326568 -11.1948416958
-5.8137214532 -6.9561213664
2.2143311118 -1.4650565196
3.3589087056 -2.8242791683
1.0601077658 -5.1499509681
7.9328946762 -12.9167893501
3.2474529940 2.8660184011
1.2342587867 0.6729932799
-0.4832654778 0.8917725816
2.4358540356 3.8846665376
4.7145175678 3.7247429927
-0.6583857248 3.1748485878
3.5664066963 -7.4824155700
0.9054975464 -2.9716590541
5.1105392852 3.2851681463
0.0219291505 -3.5384822772
-1.5789841038 -1.2694778612
-4.3401841995 -5.3814914345
-0.5052220492 1.3573888285
3.2200774419 3.4051427037
1.2575026300 -0.4094728101
1.4618608277 -0.8320488959
1.1615680849 -1.3825585780
1.4151736047 0.9089666512
-1.4752629173 0.1089490713
0.6467114686 -1.9499492718
0.2299195059 -4.2100787337
0.0349566577 -1.5728305307
6.8691967206 2.0522963103
-4.2040318171 -2.3732706288
-2.2034455116 -2.5607657008
0.4473813246 -2.7009197012
0.0213449569 0.9439881662
0.7346466289 -1.4225472557
0.3805991701 -1.3114896371
0.3371248778 -1.1856307853
0.2146746746 -0.9020610520
0.6176533407 -0.7117374073
0.0793388904 -1.2166791079
2.3678541433 1.6401379513
0.4090508650 -6.3557755820
0.4511528462 -2.1608826360
