real_q97 imag_q97
74 -103
78 -103
79 -101
102 -84
88 -95
74 -91
85 -95
80 -97
83 -95
93 -106
80 -101
87 -96
79 -100
81 -97
81 -96
82 -96
81 -95
79 -97
88 -93
77 -91
81 -93
81 -86
75 -96
81 -98
78 -81
80 -85
90 -96
79 -87
83 -86
84 -85
68 -82
81 -76
80 -81
86 -79
74 -76
84 -93
80 -77
81 -81
80 -82
86 -81
87 -82
84 -84
79 -82
79 -81
80 -85
77 -81
80 -80
89 -81
82 -77
85 -76
79 -71
83 -70
79 -73
86 -70
79 -71
84 -75
82 -71
86 -65
79 -76
76 -70
82 -69
77 -78
71 -68
88 -64
85 -65
82 -72
77 -71
86 -61
82 -70
83 -63
82 -68
78 -63
81 -64
83 -63
77 -69
84 -58
84 -66
76 -67
80 -66
74 -62
82 -63
78 -61
79 -62
79 -57
81 -63
84 -62
80 -58
75 -55
83 -64
82 -57
83 -58
77 -58
76 -56
80 -61
77 -65
78 -56
83 -55
80 -57
80 -56
76 -54
83 -52
82 -57
80 -52
78 -58
80 -51
80 -52
85 -54
74 -50
78 -53
78 -47
83 -54
79 -50
76 -53
81 -54
81 -53
77 -47
77 -51
81 -51
82 -49
74 -45
81 -51
82 -49
81 -47
77 -43
78 -50
81 -46
79 -45
77 -49
81 -41
84 -45
83 -40
80 -45
79 -40
77 -40
80 -44
79 -43
77 -41
82 -45
76 -44
78 -43
78 -38
77 -43
78 -42
79 -43
80 -38
82 -45
76 -42
82 -44
81 -37
75 -36
79 -37
78 -37
80 -41
79 -34
78 -37
76 -38
76 -39
82 -36
80 -30
82 -35
79 -34
78 -35
79 -37
80 -36
78 -35
83 -31
81 -36
80 -30
80 -33
81 -31
79 -35
79 -30
77 -36
77 -29
78 -30
80 -30
83 -31
81 -27
82 -27
82 -28
82 -35
81 -28
80 -30
84 -29
78 -27
82 -30
77 -29
83 -26
78 -25
81 -29
80 -28
82 -27
82 -23
77 -28
82 -25
82 -24
76 -25
79 -29
84 -25
80 -24
79 -24
75 -27
77 -22
77 -23
78 -24
84 -21
81 -20
81 -20
82 -17
79 -22
76 -21
77 -22
81 -20
75 -21
81 -22
76 -20
80 -20
79 -18
81 -22
82 -20
78 -18
77 -17
77 -24
76 -22
80 -19
82 -16
76 -20
79 -15
79 -17
76 -18
81 -16
81 -20
81 -13
80 -15
80 -15
81 -13
76 -15
75 -15
78 -16
79 -15
81 -17
84 -17
78 -13
78 -15
76 -10
81 -10
74 -12
81 -15
80 -10
76 -14
83 -12
81 -11
80 -12
80 -11
80 -11
80 -10
79 -10
79 -10
79 -10
79 -9
79 -9
79 -9
79 -9
79 -9
79 -8
79 -8
79 -8
79 -8
79 -7
79 -7
79 -7
79 -7
79 -6
79 -6
79 -6
79 -6
79 -5
79 -5
79 -5
79 -5
79 -4
79 -4
79 -4
79 -4
79 -3
79 -3
79 -3
79 -3
79 -2
79 -2
79 -2
79 -2
79 -1
79 -1
79 -1
79 -1
79 -1
79 0
79 0
80 0
79 0
79 0
79 1
79 1
79 1
79 1
79 1
79 2
79 2
79 2
79 2
79 3
79 3
79 3
79 3
79 4
79 4
79 4
79 4
79 5
79 5
79 5
79 5
79 6
79 6
79 6
79 6
79 7
79 7
79 7
79 7
79 8
79 8
79 8
79 8
79 9
79 9
79 9
79 9
79 9
79 10
79 10
79 10
80 10
80 11
80 11
80 12
81 11
83 12
76 14
80 10
81 15
74 12
81 10
76 10
78 15
78 13
84 17
81 17
79 15
78 16
75 15
76 15
81 13
80 15
80 15
81 13
81 20
81 16
76 18
79 17
79 15
76 20
82 16
80 19
76 22
77 24
77 17
78 18
82 20
81 22
79 18
80 20
76 20
81 22
75 21
81 20
77 22
76 21
79 22
82 17
81 20
81 20
84 21
78 24
77 23
77 22
75 27
79 24
80 24
84 25
79 29
76 25
82 24
82 25
77 28
82 23
82 27
80 28
81 29
78 25
83 26
77 29
82 30
78 27
84 29
80 30
81 28
82 35
82 28
82 27
81 27
83 31
80 30
78 30
77 29
77 36
79 30
79 35
81 31
80 33
80 30
81 36
83 31
78 35
80 36
79 37
78 35
79 34
82 35
80 30
82 36
76 39
76 38
78 37
79 34
80 41
78 37
79 37
75 36
81 37
82 44
76 42
82 45
80 38
79 43
78 42
77 43
78 38
78 43
76 44
82 45
77 41
79 43
80 44
77 40
79 40
80 45
83 40
84 45
81 41
77 49
79 45
81 46
78 50
77 43
81 47
82 49
81 51
74 45
82 49
81 51
77 51
77 47
81 53
81 54
76 53
79 50
83 54
78 47
78 53
74 50
85 54
80 52
80 51
78 58
80 52
82 57
83 52
76 54
80 56
80 57
83 55
78 56
77 65
80 61
76 56
77 58
83 58
82 57
83 64
75 55
80 58
84 62
81 63
79 57
79 62
78 61
82 63
74 62
80 66
76 67
84 66
84 58
77 69
83 63
81 64
78 63
82 68
83 63
82 70
86 61
77 71
82 72
85 65
88 64
71 68
77 78
82 69
76 70
79 76
86 65
82 71
84 75
79 71
86 70
79 73
83 70
79 71
85 76
82 77
89 81
80 80
77 81
80 85
79 81
79 82
84 84
87 82
86 81
80 82
81 81
80 77
84 93
74 76
86 79
80 81
81 76
68 82
84 85
83 86
79 87
90 96
80 85
78 81
81 98
75 96
81 86
81 93
77 91
88 93
79 97
81 95
82 96
81 96
81 97
79 100
87 96
80 101
93 106
83 95
80 97
85 95
74 91
88 95
102 84
79 101
78 103
74 103
80 99
85 103
87 112
71 99
73 114
81 112
75 103
83 108
87 111
81 108
81 109
80 100
81 125
82 114
81 115
87 111
79 116
80 119
74 107
98 121
72 119
101 96
93 124
82 130
92 131
80 129
92 144
67 141
151 214
73 102
82 106
92 124
92 112
103 129
76 118
95 130
100 124
94 126
109 143
160 124
256 -64
-21 175
59 133
64 128
66 136
72 137
72 140
74 143
63 153
122 119
72 146
75 146
98 148
56 220
74 148
72 154
69 99
72 163
75 157
78 158
79 161
81 164
78 220
158 195
206 259
-21 -30
37 52
83 84
86 140
61 143
25 168
74 119
65 149
55 138
58 132
42 114
-128 147
101 138
71 219
145 244
94 189
125 232
-30 87
21 176
-91 109
52 263
52 232
90 171
-199 48
196 198
159 167
111 245
170 247
80 66
56 340
122 370
119 295
132 266
209 254
101 336
-82 231
-44 374
-38 346
119 -122
11 243
85 71
-46 271
91 258
-103 228
-123 224
-156 367
-638 466
550 -39
363 130
416 297
96 56
233 310
445 108
304 509
39 -89
323 267
128 43
143 222
-63 1173
-11 203
236 290
361 891
-228 301
22 1189
301 -63
280 231
294 224
472 61
826 973
855 -54
-18 -288
258 766
92 -695
308 400
12 167
-186 974
330 206
-36 864
326 186
534 525
320 634
376 1389
189 480
-638 601
-492 -260
523 2448
-195 411
538 1330
-83 408
3549 632
1908 320
5145 -599
-4407 195
-2187 -131
-1079 871
-503 366
-121 283
-57 -518
-253 1411
-180 1205
-704 1326
1511 3021
303 1524
225 -1045
1380 468
2145 897
-2102 294
-1468 -303
-1001 2885
596 652
-1093 1464
-921 570
-227 838
-65 1338
-816 4922
-728 -8
-493 302
-127 1084
539 2474
-337 424
-519 1070
-344 595
-2389 -5229
-123 3728
-84 4360
-35 -6122
-1156 5591
-2974 6567
975 -3992
-369 1504
-3761 8546
2231 -6127
987 -1936
823 -3642
357 6130
2635 -65
-7286 -14916
3161 -6026
444 651
-1256 2156
-562 5361
5523 -3785
-2389 -4625
287 802
6543 2620
-71 -776
489 -162
