real_q97 imag_q97
-24 -16
-6 -18
-6 -13
-12 -10
-15 -14
-10 -16
-13 -5
-19 -16
-18 -12
-24 -10
-18 -11
38 73
13 -11
8 -28
-2 -21
-4 -18
-3 -17
-4 -17
-4 -17
-6 -15
-6 -16
-9 -13
-20 -21
-17 -30
3 -34
-5 -16
22 -34
17 17
-4 -13
3 -13
4 -14
3 -13
3 -9
11 0
-14 9
119 7
-66 -48
-27 -18
-21 -48
-4 -36
-9 -32
-7 -30
-5 -27
-11 -20
-6 -22
-4 -20
-4 -18
45 -54
-58 -55
-14 -26
-8 -29
-2 -23
27 -11
6 -100
-22 -25
-8 -43
-78 -37
26 9
0 -21
109 222
-12 -10
-25 -3
-6 -9
54 46
68 158
25 -89
20 -8
32 -17
45 -59
64 -110
69 164
25 -92
-27 -77
70 71
-37 -242
-29 25
-95 51
-7 -72
-3 50
-57 -34
-94 -35
-176 47
-486 8
292 -310
58 -73
-40 -92
148 -206
274 -136
126 236
-9 2
-202 445
215 -367
164 -146
415 -166
-752 -503
257 -113
-128 -428
-282 108
33 -133
123 -390
-141 279
-99 15
64 -104
158 19
286 -303
-3 670
-152 -357
-283 77
-381 -850
-268 -368
138 -203
-235 192
-120 -285
592 -323
-186 -125
-124 -22
620 439
889 -659
186 -418
-415 -222
-430 -185
1322 -408
-730 -244
-196 -1019
-97 -138
-2926 1115
-1137 -607
-2215 -2943
1380 2144
-535 1000
-83 494
31 646
27 1045
2128 1292
-929 119
-702 333
-561 630
-123 -644
-546 -544
1757 504
-364 714
-626 692
1208 280
1150 1548
2451 927
162 -240
-1817 -381
851 -1856
-477 -425
-747 -523
-2081 -688
351 -121
137 -300
622 58
242 1815
584 235
299 791
-479 100
1048 6075
-194 -1143
-29 -1026
-1534 6138
579 3483
1447 4602
-247 -6213
-1673 -4473
-4537 -8905
4061 5874
1324 1946
1752 3463
3422 -1113
-1297 -1013
-19050 -3338
-3129 3304
-2104 -3442
-972 1696
-2918 -674
2017 -167
2721 -629
1514 -2528
1523 -264
872 1189
479 279
