real imag
0.1992797852 0.0000000000
3.7451052185 -2.1831661356
6.8118009256 -9.2868083157
11.8950886535 2.0653986431
11.8293353862 19.7499132415
21.2566686153 4.9154177775
15.7546151280 1.3048128730
-22.7962652024 5.2668471151
-7.5951379664 -13.2465046240
-16.4355029336 26.8938556163
-24.4469816188 -25.8092189852
-148.8254067767 26.0796672809
-10.1366002793 7.9127189051
26.7346103101 8.6951399316
13.6890991423 -27.0585869043
10.3398931003 -15.2031253999
31.7288156366 -45.8939797971
-35.4424885518 69.5729112135
-13.0730131857 34.9465398120
-1.9307190985 48.5412690944
11.3042724386 -35.9519752950
4.5215434256 -27.2094553948
-11.9841688746 -47.9519992935
-0.2285578265 8.0170667077
-1.5160329945 8.9276405523
8.1842772676 -47.4580561621
-3.7430884035 -0.7816612582
2.3380784867 -6.1796775217
4.5631947875 -1.8340320152
1.8936750103 -14.1798467498
4.8588487888 -0.4517808666
1.0667627218 2.3475451144
2.7396776057 0.9415888197
-16.2571699698 5.3744792041
-5.8324488590 4.0821848715
-3.7231586621 3.3218812210
6.6484786019 14.5001768000
-14.1960886128 2.9767791182
1.2650527492 1.8787042569
19.1517206469 -7.2390085869
8.9831965513 -12.0948497921
9.4395600600 -2.1896149367
-4.8888162707 -5.4057901396
-2.8455286186 -5.5745188824
13.7284024173 -3.9345710421
-4.2637497328 4.2465362989
-0.9618170829 5.0326193411
-4.3811196982 -4.9236861495
-5.4829553997 -2.6028124878
-7.2579001281 -0.9276198666
16.6242949040 -10.0948460197
0.2097495211 -8.1640485332
0.2458670346 -5.0483261199
-0.6493511227 -3.8625997598
-4.1801897747 -7.8155844114
10.7787059557 -16.7508122687
-17.3061879863 22.9945707020
-8.8824001234 4.7433132549
-22.8583341018 -8.7120628654
-0.7546776951 1.0781383411
-1.5301338529 7.9619691256
-5.7050408550 1.9091511132
10.3254961856 3.1901526404
-3.3586369357 1.4447691770
-3.2435167390 1.7357665057
1.4530239051 3.2643691282
6.9427732765 5.1459119643
4.8413244889 -3.4273279784
-0.9700921241 0.1735521400
-1.4550586844 0.9794445106
4.6227855674 2.5258686381
-0.9374962732 2.2240577595
-1.8357470130 -1.4969702601
1.0792315041 1.5833676377
-2.0911401917 2.8762588749
-2.9758265422 6.6385788350
-2.2089434716 -0.5993115070
-1.1858387368 2.7888926049
-0.0253406657 -5.2309334833
2.2369685750 2.3638722997
1.2375274973 -0.1453302567
0.4977742922 0.8138610713
-0.7721280153 -0.1161036207
-1.1037754175 -2.1830833043
0.9626615179 3.0470665486
0.2590277117 1.0387052327
-2.2046446892 -0.8460946280
-1.0004415408 3.3425399574
2.0067171898 0.8842129450
-5.8756082070 3.9259831238
3.2403367175 1.2973148371
1.2788181445 1.1369857266
1.6785627887 2.8655011756
-1.5743229266 -3.4794336561
-0.0727908745 -0.0127542735
0.9865062102 -1.8419004350
2.1432531085 1.0658385484
1.1593119998 1.6108164349
-0.3115223275 0.7182455642
0.4521546233 0.5718368636
2.2822111559 2.4188264925
-3.7985107956 -0.0591634507
-1.3752213784 -0.3675476250
-0.7332091965 0.2770476967
-0.4491489456 0.2691338791
-0.0214732883 -0.3908430629
-0.0526030135 0.5611018877
-0.7399479536 -0.3958076159
-0.2275402295 -0.1961271956
-0.2856510804 1.8886146397
0.5507198815 -0.5530943485
-0.2070503404 0.6025801676
0.1990765111 0.7216993877
0.5426442632 -1.2846714378
0.4976171606 0.8589700501
0.3507674073 0.4613445205
0.2534897850 0.1357864803
0.1543966822 0.0609256045
0.1951534869 0.6977313091
0.5282895182 -1.2314159151
0.4231931059 -0.3597292568
-0.0472703381 0.0689303235
-0.1940115200 0.0268729175
-0.0964779981 0.0749837760
0.8550250834 -1.7359134511
0.0024741580 0.1673035503
0.2020146641 -0.0714721751
-0.6066598465 0.2904465289
-0.0657942107 0.3385680544
-0.1752858866 0.1945593607
0.0480034810 0.7825504591
0.2129326354 0.0846006568
-0.0165400044 0.1769492422
-0.0598095326 0.2253346485
-0.1055269027 0.2029151321
-0.4551223902 0.4264996739
0.3497772591 0.4229665642
-0.0304835195 0.1418275875
-0.0339006705 0.1537271476
-0.0436409619 0.1756397832
-0.0842084471 0.1582718327
-0.0394244669 0.2105756065
-0.0567329586 0.2380586242
-0.0671134904 0.2467890843
-0.0297157450 0.2788373810
-0.1674975088 0.3711218290
-0.2130486248 0.1383843527
-0.5170425448 0.3757137313
0.9266653914 -0.0575165331
-0.1089400235 -0.0723884129
0.0820504205 -0.0024819761
0.0258001652 0.0691803388
0.0256896197 0.1034053646
0.0294926179 0.1105528260
0.0225088732 0.0997374586
-0.0290153640 0.1053632124
0.1337439345 -0.1304890468
0.1731154794 0.2644778938
-0.0361327355 0.1212115450
0.0272080987 0.2694964584
-0.1305541457 0.2363269926
-0.1593221726 0.1606694063
-0.0711725277 0.0983212579
-0.0469840250 0.1274709584
-0.0434650857 0.1159481447
-0.0332463016 0.1291403981
-0.0295104554 0.1341761555
-0.0253319298 0.1360636611
-0.0282797736 0.1429667305
-0.0118074332 0.1654840932
0.0646931379 0.2169122912
0.1039690405 0.0846271442
0.2953458068 -0.5686300666
-0.1372586818 0.0875466083
-0.1866730448 0.0766541216
-0.1399175587 0.0954884709
-0.1461658253 0.1235331665
-0.1016925372 0.0376651862
-0.0742784067 0.1260209723
-0.1162260162 0.1055703850
-0.0940338474 0.0792490688
-0.0446946366 0.1024855272
-0.0444351713 0.1392575747
-0.1848464624 0.1274734788
-0.2197622373 0.3194640243
-0.0584330071 0.1042734787
-0.3209415063 0.0253319288
-0.0208431380 0.1132369005
-0.0275099592 0.1066718933
-0.0489836362 0.1190700100
0.0168598987 0.0586471772
0.0441844036 0.0734476416
-0.0479727918 -0.0280260131
0.0149006665 0.1671319514
-0.1195123654 0.0315129144
0.0162276899 0.1381506835
-0.1261592161 0.0331228165
-0.0502240211 0.1117949540
-0.0542382027 0.0965473490
-0.0669077441 0.1277598178
-0.1063549135 0.1089337440
0.0373080425 0.0546184303
-0.0439697141 0.0913170831
-0.0450328273 0.0930600832
-0.0304130606 0.1018209946
-0.0800209204 0.1279415568
-0.0634590153 0.0854308045
-0.0512195826 0.0929864068
-0.0697250467 0.1252439950
0.0263915502 0.1753311686
-0.1048688070 0.0648136516
-0.0570012251 0.0570784697
-0.0596480433 0.0574943927
-0.0652279931 0.0575216593
-0.0702261389 0.0534626254
-0.0840098686 0.0491778966
-0.0180765700 0.0252512421
-0.0495158817 0.1386629590
-0.0819525846 0.0853538523
-0.0714675517 0.0831184375
-0.0671770859 0.0818420722
-0.0808690464 0.0502024838
-0.0862365185 0.1480971159
-0.0308122869 0.0873827222
-0.0898533063 0.0407593143
-0.0569529281 0.1383024118
-0.0582967006 0.0932072985
-0.0564945835 0.0922960670
-0.0649650646 0.1205008903
0.0102746048 0.0694589431
-0.0711098143 0.0629572495
-0.0662224552 0.0701087973
-0.0632123759 0.0737121127
-0.0630720026 0.0734304901
-0.0634532511 0.0727071140
-0.0649165398 0.0728915385
-0.0631066527 0.0713488531
-0.0618216669 0.0700896574
-0.0636631891 0.0650663812
-0.0894278086 0.1057158527
-0.0095766350 0.0731598494
-0.0663656388 0.0562924574
-0.0708492913 0.0670556735
-0.0690437133 0.0797292868
-0.0614167728 0.0864289442
-0.0522566466 0.0848894930
-0.0451000447 0.0781444031
-0.0444264566 0.0710936824
-0.0472589294 0.0636792765
-0.0504675470 0.0695508674
-0.0382821615 0.0373694093
-0.0876558767 0.0477407889
-0.0859013840 0.0834133412
-0.0651633934 0.0911507135
-0.0114550012 0.1184064373
-0.0862263498 0.0877100167
-0.0560607910 0.0875549316
-0.0570069603 0.0675026014
-0.0531797409 0.0871496663
-0.0050497587 0.0565393256
-0.0508130569 0.1221740741
-0.0591719844 0.0846301456
-0.1177669509 0.0578120321
-0.0630582252 0.0593308793
-0.0617486081 0.0674450309
-0.0663072427 0.0692788497
-0.0289412666 0.0892078418
-0.0436929791 0.0604692741
-0.0229228038 0.1157252484
-0.0631599069 0.0403201882
-0.0449314209 0.0419136479
-0.0460020825 0.0375523496
-0.0570939245 0.0666970545
-0.0342822653 0.0228763086
-0.0322573543 0.0672531147
-0.0624331005 -0.0103659352
-0.0708734427 0.0507527153
-0.0477040789 0.0391439691
-0.0810721470 0.0851387672
-0.1175799798 0.0667734540
-0.1150590240 0.0182080159
-0.0787868049 0.0406767838
-0.0784497740 0.0446434037
-0.0709611078 0.0445421487
-0.0718162229 0.0392544616
-0.0769366697 0.0327693023
-0.1049828361 0.0320084317
-0.0688180508 0.0652102036
-0.0730967286 0.0288504982
-0.0365533909 0.0982625940
-0.1001484021 0.0717558334
-0.0513706453 0.0665289690
-0.0645833369 0.0560527173
-0.0652747275 0.0515177059
-0.0811461981 0.0343151265
-0.0737425228 0.0813286969
-0.0597471734 0.0478883867
-0.0597642612 0.0434478642
-0.0928838637 0.0380406235
-0.0924175687 0.0731869986
-0.0549969458 0.0714483282
-0.0642234619 0.0541747199
