real_q97 imag_q97
-22 -36
15 -49
-42 -78
-62 -35
-71 -7
-24 134
-8 20
-19 -4
-17 -89
-19 -76
8 -154
-66 91
-9 23
-31 13
-33 7
-50 28
-180 37
53 -61
5 -31
66 92
-78 -140
-44 -48
-48 -69
4 -91
-3 -62
-32 -21
-11 -8
-32 65
155 -204
-168 -251
-39 42
111 -43
34 -170
22 -188
-192 -120
-120 113
79 -103
-107 130
4 -22
-17 179
72 -620
-181 60
116 82
-284 70
-169 133
62 496
65 -313
-4 -287
7 -246
-112 -339
-122 342
-73 -390
1 363
173 -291
-183 219
-99 137
-49 72
-2 76
-457 63
96 349
-160 10
-215 -43
-613 -18
-636 -383
-407 26
-299 -90
-1081 190
798 -60
112 -169
140 -249
-1651 887
2300 -1798
62 -586
-375 -179
1102 750
454 694
193 318
310 -552
100 -285
933 -752
226 -152
357 -278
551 -34
-856 -959
442 -13
-2191 865
-1446 -173
-494 -138
-68 259
-519 434
-1714 -486
-508 247
907 -1481
556 232
-7 -267
40 -188
-5730 -3466
-429 -223
-742 -373
-566 333
-723 1249
-989 -269
-1130 -149
220 -200
-6318 501
70 -905
-179 -367
4773 -2596
350 -4368
-3139 -6336
1583 4295
-497 531
-5007 -2001
5044 4914
2318 1862
213 -328
1468 4006
748 -973
-12076 9194
-3745 2
2002 2547
-3204 1947
-1684 4459
998 -1247
885 440
2533 1856
313 1351
516 -992
393 -197
