real_q97 imag_q97
3 -1
3 -1
4 -1
2 -2
4 0
3 -3
3 0
4 -2
2 0
4 -2
3 -1
4 -1
3 -1
4 -1
3 -1
3 -1
3 -1
4 -1
4 -1
3 -1
3 -2
3 -1
4 -1
4 -2
3 -1
4 -1
3 -1
4 0
3 -1
4 -1
3 -1
3 0
3 -1
3 0
3 0
4 -1
3 -1
3 0
3 -1
3 0
3 -2
3 0
4 -1
3 0
4 0
3 -1
3 0
4 -1
3 -1
3 0
3 -1
3 -1
3 -1
3 0
4 -1
2 0
4 0
3 -1
3 -1
2 0
4 -1
2 0
5 -1
2 -1
3 1
3 -1
2 0
3 0
3 -1
3 0
3 -1
3 -1
3 0
3 0
3 -1
3 -1
3 0
3 0
3 0
3 -1
3 0
3 0
3 -1
3 -1
2 0
3 0
3 -1
2 0
4 -1
2 -1
3 -1
2 0
4 -1
2 0
4 -1
2 -1
3 0
3 -1
3 0
3 0
3 0
3 -1
3 0
3 -1
2 -1
4 1
3 -1
3 0
3 0
2 0
3 0
3 -1
3 0
3 0
2 0
3 0
3 -1
2 0
3 -1
2 0
3 -1
3 0
4 -1
2 0
3 0
3 0
3 0
3 -1
2 0
3 0
2 0
3 0
3 0
3 -1
2 0
3 0
2 0
3 0
3 0
3 -1
2 0
3 0
2 -1
3 0
3 -1
2 0
3 0
3 0
3 -1
2 0
3 0
3 0
2 -1
3 0
3 -1
2 -1
3 0
3 0
2 0
3 0
3 0
3 0
2 0
3 0
3 -1
2 0
3 0
2 0
3 0
3 0
2 0
3 0
3 0
3 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
2 0
3 0
3 0
3 0
2 0
3 0
3 0
2 0
3 0
2 0
3 1
3 0
2 0
3 0
3 0
3 0
2 0
3 0
3 0
2 1
3 1
3 0
2 1
3 0
3 0
2 0
3 1
3 0
3 0
2 0
3 1
3 0
2 1
3 0
2 0
3 1
3 0
3 0
2 0
3 0
2 0
3 1
3 0
3 0
2 0
3 0
2 0
3 1
3 0
3 0
3 0
2 0
4 1
3 0
3 1
2 0
3 1
2 0
3 1
3 0
2 0
3 0
3 0
3 1
3 0
2 0
3 0
3 0
3 1
4 -1
2 1
3 1
3 0
3 1
3 0
3 0
3 0
3 1
3 0
2 1
4 1
2 0
4 1
2 0
3 1
2 1
4 1
2 0
3 1
3 0
2 0
3 1
3 1
3 0
3 0
3 1
3 0
3 0
3 0
3 1
3 1
3 0
3 0
3 1
3 1
3 0
3 1
3 0
2 0
3 1
3 -1
2 1
5 1
2 0
4 1
2 0
3 1
3 1
4 0
2 0
4 1
3 0
3 1
3 1
3 1
3 0
3 1
4 1
3 0
3 1
4 0
3 0
4 1
3 0
3 2
3 0
3 1
3 0
3 1
4 1
3 0
3 0
3 1
3 0
3 1
4 1
3 1
4 0
3 1
4 1
3 1
4 2
4 1
3 1
3 2
3 1
4 1
4 1
3 1
3 1
3 1
4 1
3 1
4 1
3 1
4 2
2 0
4 2
3 0
3 3
4 0
2 2
4 1
3 1
3 1
3 2
3 0
3 2
3 0
2 2
5 0
2 1
4 1
3 0
4 1
3 0
3 0
4 0
3 0
3 1
3 1
4 0
3 0
4 0
3 0
4 0
4 0
4 0
4 0
4 0
5 0
5 0
5 1
5 0
5 1
4 0
5 2
5 0
4 1
5 2
5 0
4 2
5 1
4 1
5 1
4 0
5 1
5 0
4 2
6 0
3 1
5 1
4 1
6 1
4 1
6 1
5 1
5 1
5 1
6 1
4 1
6 1
4 0
6 2
5 0
5 2
5 1
5 1
5 1
6 1
5 0
6 2
6 0
6 1
6 0
7 2
7 0
7 3
7 1
7 4
8 0
5 3
8 3
5 2
7 3
6 2
6 3
7 2
5 3
8 3
5 2
7 3
6 2
7 3
6 2
7 3
6 2
7 3
6 2
6 3
7 3
7 3
7 3
8 4
5 4
8 3
5 3
7 4
9 1
4 6
7 2
7 6
-13 -3
20 -42
72 15
9 73
-47 12
1 -24
14 3
7 4
11 5
5 7
7 4
5 6
5 4
8 6
4 7
11 5
3 25
-40 2
2 -60
76 -10
23 57
-18 16
7 -3
5 6
19 -4
25 25
0 37
-22 24
-42 -9
18 -58
65 17
7 52
-15 15
2 13
-4 18
-15 19
-11 -3
-5 7
31 -4
-7 130
-203 -4
-35 -166
53 -79
73 -35
22 34
-6 -66
105 2
-4 52
23 -18
4 47
-23 -46
76 -11
13 60
-30 -11
41 -32
52 32
0 27
37 34
-47 48
4 -46
50 37
6 42
11 90
-112 95
-154 -23
-97 -119
1 -133
62 -100
89 -12
19 -9
69 -2
-16 53
-11 -69
94 20
-56 75
-45 -84
63 -2
-36 1
24 -8
-68 30
-92 -98
25 -125
13 -50
-17 -126
57 -158
124 -200
361 -137
370 259
-54 369
-216 50
-41 -99
48 -3
-10 32
-53 -1
-21 -29
-66 -3
-115 -35
-243 -171
-52 -503
369 -355
303 -21
129 -52
158 -126
206 -127
222 -109
329 -175
488 159
-119 238
31 -654
1180 -329
867 907
-160 683
54 79
287 381
-113 430
-69 12
282 151
89 389
4 232
98 355
-225 451
-406 34
-17 -184
42 135
-235 -108
154 -402
478 -219
686 1
696 411
502 499
675 715
400 1267
-288 1546
-1276 981
-821 -143
-258 341
-727 193
-205 39
-616 521
-823 -210
-364 -168
-509 -290
67 -428
41 353
-697 51
-277 -460
-20 -154
-200 -87
-175 -245
-31 -301
305 -176
116 488
-708 184
-427 -517
-108 -418
-121 -661
682 -845
1086 231
191 540
350 112
341 752
-274 500
-37 539
-923 471
-336 -973
1334 52
380 1921
-1780 1611
-2103 -628
-347 -818
-1083 116
-1460 -1494
-71 -1870
717 -1918
2233 -515
115 1055
-8 -1659
3013 -201
968 2669
-1199 1008
-239 -173
288 210
132 681
-166 538
-153 523
-328 974
-1144 271
-598 -49
