real_q97 imag_q97
-23 -11
-21 -13
-22 -14
-28 -12
-27 -12
-25 -12
-27 -10
-24 -15
-26 -12
-24 -12
-24 -12
-25 -12
-24 -13
-20 -14
-27 -10
-22 -12
-21 -14
-27 -12
-28 -11
-27 -15
-24 -14
-26 -14
-21 -18
-26 -11
-26 -15
-20 -12
-28 -14
-25 -13
-25 -14
-26 -14
-19 -10
-26 -14
-24 -17
-26 -12
-22 -14
-26 -17
-25 -15
-25 -15
-26 -16
-21 -17
-25 -14
-23 -19
-24 -12
-24 -16
-24 -16
-24 -17
-20 -17
-21 -11
-23 -11
-24 -16
-24 -18
-24 -19
-21 -13
-19 -20
-25 -17
-26 -18
-25 -18
-25 -18
-24 -19
-19 -17
-23 -20
-22 -19
-22 -18
-25 -16
-25 -21
-24 -18
-24 -18
-24 -13
-22 -17
-26 -17
-23 -18
-26 -17
-23 -24
-26 -18
-26 -22
-22 -22
-24 -23
-26 -21
-20 -20
-20 -23
-29 -18
-26 -24
-24 -21
-24 -21
-24 -22
-24 -22
-25 -22
-27 -21
-26 -20
-21 -23
-23 -21
-22 -24
-22 -19
-22 -21
-23 -24
-25 -26
-21 -21
-24 -27
-22 -22
-24 -21
-26 -20
-20 -23
-26 -24
-21 -23
-24 -27
-25 -21
-23 -27
-20 -25
-21 -28
-24 -24
-20 -27
-25 -25
-23 -22
-28 -29
-25 -25
-25 -23
-21 -33
-25 -28
-19 -22
-24 -23
-23 -25
-24 -24
-19 -19
-23 -27
-27 -23
-22 -27
-22 -28
-20 -24
-20 -28
-27 -27
-25 -29
-20 -27
-26 -22
-26 -30
-23 -30
-26 -31
-18 -26
-27 -25
-29 -28
-25 -26
-29 -24
-26 -30
-30 -24
-24 -29
-17 -29
-21 -30
-25 -34
-21 -28
-27 -29
-19 -29
-19 -32
-23 -28
-24 -30
-27 -34
-25 -30
-22 -26
-29 -39
-23 -31
-22 -32
-24 -35
-18 -35
-25 -32
-25 -35
-33 -28
-24 -33
-23 -33
-24 -35
-20 -29
-23 -35
-22 -32
-26 -37
-28 -33
-33 -32
-24 -42
-25 -31
-20 -32
-25 -38
-18 -41
-14 -47
-17 -32
-21 -36
-26 -33
-21 -37
-20 -41
-21 -34
-25 -39
-14 -35
-21 -37
-44 -42
-28 -41
-24 -38
-18 -36
-17 -37
-21 -45
-24 -33
-22 -42
-19 -39
-25 -37
-28 -38
-13 -44
-68 -17
-6 -59
-16 -40
-19 -38
-23 -40
-25 -42
-26 -45
-24 -48
-21 -47
-22 -46
-24 -48
-22 -51
-28 -53
-28 -39
-22 -41
-29 -41
-23 -32
-18 -37
-9 -44
-16 -50
-21 -44
-25 -44
-31 -43
-28 -36
-46 -14
31 -60
7 -57
23 -40
-15 -71
-38 -59
-14 -36
-5 -68
-10 -56
-13 -54
-12 -51
-13 -43
28 -78
-17 -14
-19 -64
-29 -58
-40 -56
-40 -62
51 -42
-4 -48
5 40
-21 -33
-12 -80
-36 -67
-37 22
-44 -82
5 -72
-15 -74
52 -154
-15 -62
40 -112
-8 -102
-14 -82
-21 -127
-73 -67
8 -232
10 -125
-16 -69
-36 -148
46 -33
-3 -35
-64 -86
37 -41
68 -72
-1 -46
-22 -38
75 -29
11 147
-215 -420
-106 -181
-71 -110
-16 -208
-42 -260
-27 191
117 -72
124 -109
43 -148
45 -39
0 -182
-430 -92
205 -154
-247 -290
13 133
-343 -171
-433 6
192 78
38 59
48 33
-75 297
-222 -173
269 -480
-142 -484
-168 -197
137 567
-228 32
-335 -164
604 -181
-319 -2
322 493
297 -144
88 -258
449 -802
-640 217
-181 176
141 93
241 -58
-1037 87
610 484
-2 875
1626 3
-1827 -1671
-152 -126
291 1199
-1029 -1690
37 -180
-647 -563
26 -347
-100 -72
-28 -113
-7 -916
-102 -447
222 -338
-1091 2120
-1184 -1448
1845 1451
553 -142
377 761
-441 -710
-114 -1272
322 -838
389 -118
-1435 -760
1107 -795
25 -606
61 -863
-2853 -1179
35 495
174 579
-168 -578
28 1610
50 -50
407 350
-1336 -1998
-5247 -3604
1433 765
1189 675
3922 -3688
2819 680
3879 -1539
-226 -2477
812 -1024
3939 -563
-2905 -3415
-761 -2583
239 -4709
123 -1523
-689 -70
-9102 12733
-2275 -3933
-42 -1766
-978 3695
-627 -3243
-38 3402
-9 2164
1421 -1073
-3134 3057
524 -31
-259 415
